id,titulo,categoria,tamanio,titulo2,autoridad,descripcion,frecuencia,destacado,source,detalle,que_es,cuando
171,manzanas,urbanismo,247570,manzanas,Educación e Innovación,Límites y ubicación geográfica de las manzanas de la Ciudad.,Eventual,,,,,
210,terrenos valor de oferta,actividad_economica,238120,terrenos: valor de oferta,Desarrollo Urbano y Transporte,Precio de oferta de venta de terrenos de la Ciudad Autónoma de Buenos Aires- representado en puntos de valor del suelo correspondientes a cada parcela .,Trimestral,,,,,
179,rampas de accesibilidad,urbanismo,237820,rampas de accesibilidad,Educación e Innovación,Ubicación de las rampas en la vía pública para personas con movilidad reducida.,Anual,,,,,
157,locales bailables,seguridad,179020,locales bailables,AGC,Locales inscriptos ante la Dirección General de Habilitaciones y Permisos en el Registro Público de Lugares Bailables y Eventos Masivos.,Semanal,trip,lb.csv,,,
118,colectivos,movilidad,178270,colectivos,Educación e Innovación,Recorrido de los colectivos que circulan por la Ciudad de Buenos Aires según información de mapa.buenosaires.gob.ar,Anual,,,,,
46,solicitudes y reclamos de la defensoria del pueblo,administracion,167320,solicitudes y reclamos de la defensoria del pueblo,Gobierno,Información de las solicitudes y reclamos presentados por la Defensoría del Pueblo de la Ciudad de Buenos Aires ante el Gobierno de la Ciudad de Buenos Aires durante el periodo 2016.,Semestral,,,,,
175,obras registradas,urbanismo,156370,obras registradas,Desarrollo Urbano y Transporte,Obras civiles- públicas y privadas- nuevas o de remodelación registradas ante la Dirección General de Registro de Obras y Catastro.,Mensual,,,,,
99,set filmaciones,cultura,149920,set filmaciones,Economía y Finanzas,Información de los permisos solicitados para filmación en vía pública a través del sistema BAset.,Trimestral,trip,baset.csv,,,
1,actuaciones de fiscalizacion,actividad_economica,143020,actuaciones de fiscalizacion,Economía y Finanzas,Listado de los contribuyentes que se encuentran bajo proceso de inspección.,Eventual,,,,,
65,bafici,cultura,141220,bafici,Cultura,Contiene películas- directores- países- secciones- eventos y lugares correspondientes a cada una de las ediciones del Festival Internacional de Cine Independiente.,Eventual,,,,,
197,mapa de oportunidades comerciales moc,actividad_economica,136720,mapa de oportunidades comerciales (moc),Educación e Innovación,Datos que nutren el Mapa de Oportunidades Comerciales- una plataforma pública y gratuita que ofrece información sobre oportunidades a la hora de emprender.,Cuatrimestral,,,,,
186,veredas,urbanismo,135070,veredas,Educación e Innovación,El archivo muestra los polígonos de veredas de la Ciudad de Buenos Aires- generado a partir de la restitución del vuelo aéreo de 1997.,Eventual,,,,,
48,visitas a la web del gcba,administracion,128620,visitas a la web del gcba,Educación e Innovación,Información sobre el análisis del tráfico de visitas de la web del Gobierno de la Ciudad de Buenos Aires.,Mensual,,,,,
152,test de alerta sobre un noviazgo violento,salud,116470,test de alerta sobre un noviazgo violento,Hábitat y Desarrollo Humano,Información sobre las respuestas al test de Señales de Alerta en el noviazgo.,Trimestral,,,,,
17,padron de anuncios empadronados,actividad_economica,112720,padron de anuncios empadronados,Economía y Finanzas,Listado de publicidad efectuada mediante anuncios en la vía pública- o que se perciben desde la vía pública- o en lugares de acceso público- que tributan al Gobierno de la Ciudad,Eventual,,,,,
28,declaraciones juradas,administracion,106420,declaraciones juradas,SECR Legal y Técnica,Contiene las declaraciones juradas de los Funcionarios Públicos de las jurisdicciones con rango ministerial del Gobierno de la Ciudad de Buenos Aires.,Eventual,,,,,
93,nombres permitidos,cultura,98170,nombres permitidos,Justicia y Seguridad,Listado de nombres aprobados por el Registro Civil,Eventual,,,,,
173,mobiliario urbano,urbanismo,95920,mobiliario urbano,Ambiente y Espacio Público,Listado del mobiliario urbano colocado en la Ciudad.,Semestral,,,,,
209,teatro colon visitas guiadas,cultura,93970,teatro colon: visitas guiadas,Cultura,Asistentes a visitas guiadas al Teatro Colón desde 2011.,Mensual,,,,,
21,acceso a la informacion publica,administracion,87520,acceso a la informacion publica,Gobierno,Pedidos de acceso a la información pública solicitados al Gobierno de la Ciudad conforme a la Ley 104.,Semestral,,,,,
59,puntos verdes,ambiente,82420,puntos verdes,Ambiente y Espacio Público,Información sobre los centros de recepción de materiales reciclables.,Mensual,,,,,
155,empresas de seguridad privada habilitadas,seguridad,81370,empresas de seguridad privada habilitadas,Justicia y Seguridad,Listado de las empresas prestadoras de servicios de seguridad privada con habilitación vigente en la Ciudad.,Mensual,,,,,
85,ferias y mercados,cultura,77470,ferias y mercados,Ambiente y Espacio Público,Ferias no itinerantes- FIABs (Ferias Itinerantes de Abastecimiento Barrial) y Mercados fijos.,Quincenal,,,,,
192,centro de experimentacion del teatro colon archivo gerardo gandini,cultura,74770,centro de experimentacion del teatro colon: archivo gerardo gandini,Cultura,Incluye información sobre las obras- los artistas y técnicos que las realizaron- las fechas y los espacios en los que tuvieron lugar los espectáculos producidos o coproducidos por el Centro de Experimentación del Teatro Colón.,Anual,,,,,
19,transformadores pcb,actividad_economica,71770,transformadores pcb,Educación e Innovación,Mapa que permite conocer la ubicación y la potencia de los transformadores- el tipo de material aislante que utilizan y las concentraciones de PCBs de cada uno.,Anual,,,,,
170,informacion censal por radio,urbanismo,69670,informacion censal por radio,Educación e Innovación,Información censal de la Ciudad de Buenos Aires- desagregada por radios.,Eventual,,,,,
98,registro de guias de turismo,cultura,66820,registro de guias de turismo,SECR General y Relaciones Internacionales,Guías de turismo registrados en el Ente de Turismo de la Ciudad de Buenos Aires (ENTUR).,Quincenal,,,,,
41,registro de administradores de consorcio,administracion,64570,registro de administradores de consorcio,Jefatura de Gabinete de Ministros,Registro Público de Administradores de Consorcios,mensual,,,,,
151,portales inclusivos,salud,59170,portales inclusivos,Hábitat y Desarrollo Humano,Ubicación geográfica y demandas de los Portales Inclusivos (oficinas ubicadas en los barrios del sur de la Ciudad que cuentan con un equipo territorial permanente que es punto de enlace del Gobierno con toda la comunidad),Anual,,,,,
174,obras iniciadas,urbanismo,47620,,,"Listado de obras civiles, públicas y privadas, nuevas o de remodelación iniciadas (previamente registradas) en la Ciudad de Buenos Aires que cuentan con un profesional Director de Obra (DO) a cargo.",,,,,,
134,semaforos,obra,45670,semaforos,Desarrollo Urbano y Transporte,Listado de semáforos de la Ciudad de Buenos Aires- con ubicación geográfica y tipo de luminaria.,Eventual,,,,,
120,controladores de semaforos,movilidad,35620,controladores de semaforos,Desarrollo Urbano y Transporte,Listado de las ubicaciones de las Intersecciones Semaforizadas de la Ciudad Autónoma de Buenos Aires y de los Controladores instalados a ellas.,Anual,,,,,
109,establecimientos educativos,educacion,30820,establecimientos educativos,Educación e Innovación,Listado de los establecimientos educativos de la Ciudad. Incluye ubicación geográfica y datos de contacto.,Anual,,,,,
117,ciclovias,movilidad,29170,ciclovias,Educación e Innovación,Referencia geográfica de las ciclovías de la Ciudad de Buenos Aires.,Trimestral,,,,,
72,ciudad emergente,cultura,28720,ciudad emergente,Cultura,Listas de actividades- nombre- biografía- fotos y más información de los artistas presentes en el festival gratuito organizado por el Gobierno de la Ciudad de Buenos Aires.,Eventual,,,,,
67,bandas por barrios,cultura,27070,bandas por barrios,Vicejefatura de Gobierno,Información sobre el programa de promoción de músicos jóvenes de la Ciudad de Buenos Aires.,Trimestral,,,,,
66,bafici animado,cultura,24670,bafici animado,Cultura,Contiene películas- directores- países- secciones- eventos y lugares correspondientes a cada una de las ediciones del Festival Internacional de Cine Independiente de películas animadas.,Eventual,,,,,
105,ba obras,educacion,24370,ba obras,SECR General y Relaciones Internacionales,El dataset contiene información del Observatorio de Obras Urbanas (BA Obras).,Cuatrimestral,trip,obras.csv,,,
88,jardin botanico,cultura,23470,jardin botanico,Ambiente y Espacio Público,Lista las diversas especies vegetales que crecen y se reproducen en el Jardín Botánico- desde la cantidad de especies- el país de origen- etc.,Trimestral,,,,,
91,monumentos,cultura,22270,monumentos,Educación e Innovación,Información sobre los monumentos ubicados en plazas o paseos.,Anual,,,,,
75,dependencias culturales,cultura,20920,dependencias culturales,Educación e Innovación,Listado con ubicación geográfica de las dependencias culturales de la Ciudad incluyéndose librerías- bares- peñas- radios- bibliotecas- disquerías- museos- galerías de arte y calesitas de la Ciudad.,Anual,,,,,
47,sueldo funcionarios,administracion,20170,sueldo funcionarios,Economía y Finanzas,Detalle de sueldos percibidos por el Jefe- Vicejefe- Jefe de Gabinete de Ministros- Ministros y Secretarios del Gobierno de la Ciudad de Buenos Aires,Mensual,,,,,
164,campanas verdes,urbanismo,20020,campanas verdes,Educación e Innovación,Ubicación geográfica de las campanas verdes para dejar los materiales reciclables.,Trimestral,,,,,
143,donacion y trasplante de organos y tejidos en la ciudad de buenos aires,salud,18370,donacion y trasplante de organos y tejidos en la ciudad de buenos aires,Salud,Información desde 2012 a Diciembre 2017 sobre la donación y el trasplante en la Ciudad de Buenos Aires.,Trimestral,,,,,
23,capacitadores de manipuladores de alimentos,administracion,17170,capacitadores de manipuladores de alimentos,AGC,Registro de capacitadores que brindan capacitación en manipulación de alimentos.,Mensual,,,,,
148,manifestaciones a la donacion para trasplantes,salud,15220,manifestaciones a la donacion para trasplantes,Salud,Ubicación de los establecimientos autorizados para realizar Manifestaciones a la donación para trasplanteslas en las  Elecciones Legislativas de Octubre 2017.,Eventual,,,,,
196,legado juegos olimpicos de la juventud 2018,educacion,15220,legado - juegos olimpicos de la juventud 2018,Jefatura de Gabinete de Ministros,Alcance de dos programas que lleva a cabo el Comité Organizador de los Juegos Olímpicos de la Juventud Buenos Aires 2018 desde 2015: el Programa de Educación Olímpica y el Programa de Iniciación Deportiva.,Eventual,,,,,
145,farmacias,salud,13720,farmacias,Educación e Innovación,Registro de Farmacias ubicadas en la Ciudad Autónoma de Buenos Aires,Anual,,,,,
52,consultores y profesionales en auditorias y estudios ambientales,ambiente,13570,consultores y profesionales en auditorias y estudios ambientales,Ambiente y Espacio Público,Listado de profesionales- consultoras y consultores en auditorias y estudios ambientales.,Anual,,,,,
27,datos publicos,administracion,13420,datos publicos,SECR General y Relaciones Internacionales,Catálogo de datos públicos publicados en data.buenosaires.gob.ar,Mensual,,,,,
208,teatro colon programacion historica,cultura,12820,teatro colon: programacion historica,Cultura,Programación histórica del Teatro Colón desde el año 2010.,eventual,,,,,
3,cajeros automaticos,actividad_economica,11020,cajeros automaticos,Educación e Innovación,Listado de Cajeros Automáticos disponibles en la Ciudad de Buenos Aires.,Eventual,,,,,
37,plan de gobierno,administracion,9820,plan de gobierno,Jefatura de Gabinete de Ministros,Contiene los proyectos prioritarios del Gobierno de la Ciudad de Buenos Aires incluidos en el Plan de Gestión 2016-2019.,Eventual,,,,,
89,lugares de culto,cultura,9220,lugares de culto,SECR General y Relaciones Internacionales,Listado de Lugares de Culto de la Ciudad Autónoma de Buenos Aires.,Eventual,,,,,
130,bancos,obra,9220,bancos,Educación e Innovación,Información sobre bancos y bancos con adaptaciones para las personas con discapacidad motora- visual o auditiva.,Eventual,,,,,
172,metrobus,urbanismo,8920,metrobus,Educación e Innovación,Estaciones y recorrido del Metrobus.,Anual,,,,,
83,eventos de turismo de reuniones y eventos deportivos internacionales,cultura,8620,eventos de turismo de reuniones y eventos deportivos internacionales,SECR General y Relaciones Internacionales,Listado de eventos (congresos- simposios- ferias- etc.) que se realizarán durante el corriente año en la Ciudad Autónoma de Buenos Aires.,Mensual,,,,,
108,encuesta joven,educacion,7870,encuesta joven,Vicejefatura de Gobierno,Estudio que se realiza cada dos años y tiene como finalidad disponer de información sistemática y confiable sobre hábitos- costumbres y problemáticas de la población de 15 a 29 años de la Ciudad para el diagnóstico- formulación e implementación de políticas públicas.,Eventual,,,,,
82,eventos culturales de la sspcyna,cultura,7570,eventos culturales de la sspcyna,Cultura,Registro de eventos a cargo de la Subsecretaría de Políticas Culturales y Nuevas Audiencias dependiente del Ministerio de Cultura,Mensual,,,,,
131,bicicleteros en via publica,obra,7570,bicicleteros en via publica,Educación e Innovación,Listado de los bicicleteros instalados en la Ciudad de Buenos Aires con su respectiva dirección.,Trimestral,,,,,
9,empresas de fumigacion y desratizacion,actividad_economica,7120,empresas de fumigacion y desratizacion,Ambiente y Espacio Público,Registro de las empresas prestadoras de servicios de fumigación y desratización.,Anual,,,,,
40,puntos de atencion,administracion,6970,puntos de atencion,Gobierno,Ubicación y horarios de atención de diferentes oficinas de atención del gobieno.,Eventual,,,,,
150,organizaciones sociales,salud,6970,organizaciones sociales,Educación e Innovación,Registro de las Organizaciones Sociales de la Ciudad de Buenos Aires.,Semestral,,,,,
101,verano en la ciudad,cultura,6520,verano en la ciudad,Cultura,Programación de actividades gratuitas al aire libre organizadas por el Gobierno de la Ciudad de Buenos Aires.,Eventual,,,,,
146,hogares y paradores,salud,6520,hogares y paradores,Hábitat y Desarrollo Humano,Ubicación de los hogares de tránsito- paradores nocturnos y hogares para personas con necesidades especiales que se encuentran en situación de calle.,Anual,,,,,
5,concesiones,actividad_economica,6070,concesiones,Educación e Innovación,Rubro- ubicación- dirección- concesión y vencimiento de las concesiones realizadas por el GCBA,Eventual,,,,,
16,inspectores y verificadores de la agc,actividad_economica,5620,inspectores y verificadores de la agc,AGC,Registros de Profesionales Verificadores- peritos profesionales especializados en el rubro de la construcción administrado por la Agencia Gubernamental de Control (AGC),Trimestral,,,,,
20,vigiladores de locales bailables,actividad_economica,5620,vigiladores de locales bailables,AGC,Registro de vigiladores de locales bailables,Mensual,,,,,
34,geriatricos,administracion,5620,geriatricos,Educación e Innovación,Geriátricos ubicados en la Ciudad Autónoma de Buenos Aires,Anual,,,,,
199,puntos de wi fi publicos,obra,5620,puntos de wi-fi publicos,Educación e Innovación,Listado de los puntos de red de conexión a internet inalámbrica gratuita ubicados en plazas- parques- sedes comunales y bibliotecas de la Ciudad Autónoma de Buenos Aires,Semestral,trip,wifi.csv,,,
182,residuos patogenicos,urbanismo,5470,residuos patogenicos,Ambiente y Espacio Público,Registro de los transportistas- operadores y generadores de residuos patogénicos de la ciudad.,Eventual,,,,,
30,edificios publicos del gcba,administracion,5020,edificios publicos del gcba,Educación e Innovación,Bienes inmuebles dominio de la Ciudad Autónoma de Buenos Aires o alquilados que están siendo utilizados como dependencias públicas del Gobierno de la Ciudad,Eventual,,,,,
35,organigrama,administracion,5020,organigrama,Economía y Finanzas,Estructura organizacional del Gobierno de la Ciudad. Contiene la administración centralizada y los entes fuera de nivel.,Mensual,,,,,
62,alojamientos turisticos,cultura,5020,alojamientos turisticos,SECR General y Relaciones Internacionales,Listado de alojamientos categorizados por el Ente de Turismo e inscriptos en el Registro de Prestadores Turísticos.,Anual,,,,,
103,catalogo centralizado de la red de bibliotecas publicas,cultura,5000,catalogo centralizado de la red de bibliotecas publicas,Cultura,Libros disponibles en las 29 bibliotecas de la red- con información de cada ejemplar y de la biblioteca donde se encuentra.,Semestral,,,,,
188,edificios publicos en 3d,urbanismo,5000,edificios publicos en 3d,Desarrollo Urbano y Transporte,Relevamiento planialtimétrico y fotográfico de determinados lugares de la Ciudad de Buenos Aires.,Eventual,,,,,
189,mapa interactivo,urbanismo,5000,mapa interactivo,Educación e Innovación,API del Mapa de Buenos Aires.,Tiempo real,,,,,
